id;Наименование продукта
7166;Соус, острый чили перец, зрелый красный, консервированный
7167;Соус, острый чили перец, незрелый зеленый, консервированный
7168;Соус, по-домашнему, белый, густой
7169;Соус, по-домашнему, белый, негустой
7170;Соус, по-домашнему, белый, средней густоты
7171;Соус, рыба, готовый к употреблению
7172;Соус, сальса, готовый к употреблению
7173;Соус, сливовый, готовый к употреблению
7174;Соус, софрито, приготовленный по рецепту
7175;Соус, сырный микс, сухой
7176;Соус, сырный, готовый к употреблению
7177;Соус, сырный, сухой, порошок
7178;Соус, терияки, готовый к употреблению
7179;Соус, терияки, готовый к употреблению, с уменьшенным содерж. натрия
7180;Соус, томатный чили, бутилированный, без доб. соли, с низким содерж. натрия
7181;Соус, томатный чили, бутилированный, с доб. соли
7182;Соус, устричный, готовый к употреблению
7183;Соус, Хойсин, готовый к употреблению
7184;Суп из салата (escarole), консервированный, готовый к употреблению
7185;Суп из свежих фруктов по 1-200
7186;Суп картофельный по 1-142
7187;Суп картофельный с перловой крупой по 1-146
7188;Суп перловый с грибами по 1-164
7189;Суп пшенный с мясом по 1-160
7190;Суп рисовый по 1-158
7191;Суп с бобовыми (фасоль) по 1-162
7192;Суп харчо с мясом по 1-164
7193;Суп, HEALTHY CHOICE Куриный с лапшой, консервированный
7194;Суп, HEALTHY CHOICE Куриный с рисом, консервированный
7195;Суп, HEALTHY CHOICE Огородные овощи, консервированный
7196;Суп, бобовый, с сосисками, консервированный, приготовленный, на воде, в равных пропорциях
7197;Суп, брокколи, с сыром, консервированный, концентрат, коммерческий
7198;Суп, бульонные кубики, или гранулы, с низким содерж. натрия, сухой
7199;Суп, гаспачо, консервированный, готовый к употреблению
7200;Суп, говядина и грибами, с низким содерж. натрия, кусочки
7201;Суп, говяжий бульон, в кубиках, приготовленный на воде
7202;Суп, говяжий бульон, в кубиках, сухой
7203;Суп, говяжий бульон, консервированный, готовый к употреблению
7204;Суп, говяжий бульон, концентрат, приготовленный, на воде, в равных пропорциях
7205;Суп, говяжий бульон, порошок, приготовленный на воде
7206;Суп, говяжий бульон, порошок, сухой
7207;Суп, говяжий, бефстроганов, с кусочками, консервированный, готовый к употреблению
7208;Суп, говяжий, с грибами, консервированный, концентрат
7209;Суп, говяжий, с грибами, консервированный, концентрат, приготовленный, на воде, в равных пропорциях
7210;Суп, говяжий, с лапшой, консервированный, концентрат
7211;Суп, говяжий, с лапшой, консервированный, концентрат, приготовленный, на воде, в равных пропорциях
7212;Суп, говяжий, с лапшой, сухая смесь
7213;Суп, говяжий, с овощами и ячменем, консервированный, концентрат, одиночный бренд
7214;Суп, говяжий, с чили, консервированный, концентрат
7215;Суп, говяжий, с чили, консервированный, концентрат, приготовленный, на воде, в равных пропорциях
7216;Суп, гороховый (из колотого гороха), консервированный, концентрат
7217;Суп, гороховый (из колотого гороха), консервированный, приготовленный на воде, в равных пропорциях
7218;Суп, гороховый (из колотого гороха), с ветчиной и беконом, консервированный, концентрат, одиночный бренд
7219;Суп, гороховый (из колотого гороха), с ветчиной, с уменьшенным содерж. натрия, консервированный, приготовленный на воде или готовый к употреблению
7220;Суп, гороховый (из колотого гороха), с кусочками ветчины, консервированный, готовый к употреблению
7221;Суп, гороховый (из колотого гороха), с кусочками ветчины, с пониж. содерж. жира и натрия, готовый к употреблению, одиночный бренд
7222;Суп, гороховый (из колотого гороха), с уменьшенным содерж. натрия, консервированный, приготовленный на воде или готовый к употреблению
7223;Суп, гороховый, зеленый, консервированный, концентрат
7224;Суп, гороховый, зеленый, консервированный, приготовленный на молоке, в равных пропорциях
7225;Суп, гороховый, зеленый, консервированный, приготовленный, на воде, в равных пропорциях
7226;Суп, гороховый, с низким содержание натрия, приготовленный, на воде, в равных пропорциях
7227;Суп, грибной с ячменем, консервированный, концентрат
7228;Суп, грибной с ячменем, консервированный, приготовленный, на воде, в равных пропорциях
7229;Суп, грибной, на крепком говяжьем бульоне, консервированный, концентрат
7230;Суп, грибной, на крепком говяжьем бульоне, консервированный, приготовленный, на воде, в равных пропорциях
7231;Суп, грибной, сухая смесь, приготовленный на воде
7232;Суп, густой (похлебка), из моллюсков, консервированный, приготовленный, на воде, в равных пропорциях
7233;Суп, густой (похлебка), из моллюсков, по ново-английски, консервированный, концентрат
7234;Суп, густой (похлебка), из моллюсков, по ново-английски, консервированный, приготовленный, на воде, в равных пропорциях
7235;Суп, густой (похлебка), из моллюсков, по ново-английски, консервированный, приготовленный, на низкожирном молоке (2%), в равных пропорциях
7236;Суп, густой (похлебка), из моллюсков, по-манхэттенски, консервированный, концентрат
7237;Суп, густой (похлебка), из моллюсков, по-манхэттенски, консервированный, с кусочками, готовый к употреблению
7238;Суп, густой (похлебка), картофельный, с ветчиной, с кусочками, готовый к употреблению, одиночный бренд
7239;Суп, густой (похлебка), кукурузная похлебка, с кусочками курицы, готовый к употреблению, одиночный бренд
7240;Суп, густой (похлебка), куриный, с грибами, с кусочками, готовый к употреблению, одиночный бренд
7241;Суп, из акульих плавников, ресторанного приготовления
7242;Суп, из бычьих хвостов, сухая смесь, приготовленный на воде
7243;Суп, из индейки, с кусочками, консервированный, готовый к употреблению
7244;Суп, из индейки, с лапшой, консервированный, концентрат
7245;Суп, из индейки, с лапшой, консервированный, приготовленный, на воде, в равных пропорциях
7246;Суп, из индейки, с овощами, консервированный, концентрат
7247;Суп, из индейки, с овощами, консервированный, приготовленный, на воде, в равных пропорциях
7248;Суп, из черных бобов, консервированный, концентрат
7249;Суп, из черных бобов, консервированный, приготовленный, на воде, в равных пропорциях
7250;Суп, картофельный, быстрого приготовления, сухая смесь
7251;Суп, консоме (крепкий бульон), консервированный, концентрат, commercial
7252;Суп, консоме (крепкий бульон), с желатином, сухая смесь, приготовленный на воде
7253;Суп, крабовый, консервированный, готовый к употреблению
7254;Суп, Крепкий говяжий бульон, по-домашнему
7255;Суп, Крепкий куриный бульон, по-домашнему
7256;Суп, Крепкий рыбий бульон, по-домашнему
7257;Суп, куриная лапша, с низким содерж. натрия, консервированный, приготовленный, на воде, в равных пропорциях
7258;Суп, куриная лапша, сухая смесь
7259;Суп, куриная лапша, сухая смесь, приготовленный на воде
7260;Суп, куриный бульон, в кубиках, сухой
7261;Суп, куриный бульон, в кубиках, сухой, приготовленный на воде
7262;Суп, куриный бульон, консервированный, готовый к употреблению
7263;Суп, куриный бульон, консервированный, концентрат
7264;Суп, куриный бульон, консервированный, приготовленный, на воде, в равных пропорциях
7265;Суп, куриный бульон, консервированный, с уменьшенным или без содержания натрия
7266;Суп, куриный бульон, с низким содерж. натрия, консервированный
7267;Суп, куриный бульон, сухой
7268;Суп, куриный бульон, сухой, приготовленный на воде
7269;Суп, куриный гамбо, консервированный, концентрат
7270;Суп, куриный гамбо, консервированный, приготовленный, на воде, в равных пропорциях
7271;Суп, куриный с грибами, консервированный, приготовленный, на воде, в равных пропорциях
7272;Суп, куриный с лапшой, консервированный, концентрат
7273;Суп, куриный с лапшой, консервированный, приготовленный на воде, в равных пропорциях
7274;Суп, куриный с макаронными изделиями в виде звездочек, консервированный, концентрат, одиночный бренд
7275;Суп, куриный с овощами картофелем и сыром, кусочки, готовый к употреблению
7276;Суп, куриный с овощами, консервированный, приготовленный, на воде, в равных пропорциях
7277;Суп, куриный с овощами, кусочки, консервированный, готовый к употреблению
7278;Суп, куриный с овощами, кусочки, с пониж. содерж. жира, натрия, готовый к употреблению, одиночный бренд
7279;Суп, куриный с пампушками, консервированный, концентрат
7280;Суп, куриный с пампушками, консервированный, приготовленный, на воде, в равных пропорциях
7281;Суп, куриный с рисом, консервированный, кусочки, готовый к употреблению
7282;Суп, куриный с рисом, консервированный, приготовленный, на воде, в равных пропорциях
7283;Суп, куриный с рисом, сухая смесь, приготовленный на воде
7284;Суп, куриный, консервированный, кусочки, готовый к употреблению
7285;Суп, куриный, с грибами, консервированный, концентрат
7286;Суп, куриный, с овощами, консервированный, концентрат
7287;Суп, куриный, с рисом, консервированный, концентрат
7288;Суп, курица с овощами, консервированный, приготовленный на воде, с низким содерж. натрия
7289;Суп, кусочки говядины, консервированный, готовый к употреблению
7290;Суп, кусочки говядины, с деревенскими овощами, готовый к употреблению
7291;Суп, кусочки курицы с лапшой, консервированный, готовый к употреблению
7292;Суп, кусочки овощей, консервированный, готовый к употреблению
7293;Суп, лапша рамэн (китайская лапша), все вкусы, сухая
7294;Суп, лапша рамэн (китайская лапша), все вкусы, сухая, с пониж. содерж. натрия и жира, 2.5%
7295;Суп, лапша рамэн (китайская лапша), со вкусом говядины, сухая
7296;Суп, лапша рамэн (китайская лапша), со вкусом курицы, сухая
7297;Суп, луковый, консервированный, концентрат
7298;Суп, луковый, консервированный, приготовленный, на воде, в равных пропорциях
7299;Суп, луковый, сухая смесь
7300;Суп, луковый, сухая смесь, приготовленный на воде
7301;Суп, минестроне, консервированный, концентрат
7302;Суп, минестроне, консервированный, приготовленный на воде в равных пропорциях
7303;Суп, минестроне, консервированный, с кусочками, готовый к употреблению
7304;Суп, минестроне, консервированный, с уменьшенным содерж. натрия, готовый к употреблению
7305;Суп, молочный, с белокочанной капустой, по 1-180
7306;Суп, молочный, с макаронами, по 1-172
7307;Суп, молочный, с рисом, по 1-174
7308;Суп, молочный, с тыквой и манной крупой, по 1-178
7309;Суп, овощной с говядиной, возможно приготовление в микроволновке, готовый к употреблению, одиночный бренд
7310;Суп, овощной с говядиной, сухая смесь, приготовленный на воде
7311;Суп, овощной, вегетарианский, консервированный, концентрат
7312;Суп, овощной, вегетарианский, консервированный, приготовленный, на воде, в равных пропорциях
7313;Суп, овощной, консервированный, с низким содерж. натрия, концентрат
7314;Суп, овощной, концентрат, с низким содерж. натрия, приготовленный, на воде, в равных пропорциях
7315;Суп, овощной, на говяжьем бульоне, консервированный, концентрат
7316;Суп, овощной, на говяжьем бульоне, консервированный, приготовленный, на воде, в равных пропорциях
7317;Суп, овощной, с говядиной, консервированный, концентрат
7318;Суп, овощной, с говядиной, консервированный, концентрат, одиночный бренд
7319;Суп, овощной, с говядиной, консервированный, приготовленный, на воде, в равных пропорциях
7320;Суп, овощной, томатный, сухая смесь
7321;Суп, остро-кислый, Китайский ресторан
7322;Суп, пепперпот, консервированный, концентрат
7323;Суп, перловый, консервированный, концентрат
7324;Суп, перловый, консервированный, приготовленный, на воде, в равных пропорциях
7325;Суп, пюре, грибной, консервированный, концентрат
7326;Суп, пюре, грибной, консервированный, концентрат, с пониженным содерж. натрия
7327;Суп, пюре, грибной, консервированный, приготовленный, на воде, в равных пропорциях
7328;Суп, пюре, грибной, консервированный, приготовленный, на низкожирном молоке (2%), в равных пропорциях
7329;Суп, пюре, грибной, консервированный, с пониженным содерж. натрия, готовый к употреблению
7330;Суп, пюре, из овощей, сухой, порошок
7331;Суп, пюре, из сельдерея, консервированный, концентрат
7332;Суп, пюре, из сельдерея, консервированный, приготовленный, на воде, в равных пропорциях
7333;Суп, пюре, из сельдерея, консервированный, приготовленный, на молоке, в равных пропорциях
7334;Суп, пюре, из спаржи, консервированный, концентрат
7335;Суп, пюре, из спаржи, консервированный, приготовленный, на воде, в равных пропорциях
7336;Суп, пюре, из спаржи, консервированный, приготовленный, на молоке, в равных пропорциях
7337;Суп, пюре, картофельный, консервированный, концентрат
7338;Суп, пюре, картофельный, консервированный, приготовленный, на воде, в равных пропорциях
7339;Суп, пюре, картофельный, консервированный, приготовленный, на молоке, в равных пропорциях
7340;Суп, пюре, куриный, консервированный, концентрат
7341;Суп, пюре, куриный, консервированный, концентрат, одиночный бренд
7342;Суп, пюре, куриный, консервированный, концентрат, с пониженным содерж. натрия
7343;Суп, пюре, куриный, консервированный, приготовленный, на воде, в равных пропорциях
7344;Суп, пюре, куриный, консервированный, приготовленный, на молоке, в равных пропорциях
7345;Суп, пюре, куриный, сухая, смесь, приготовленный на воде
7346;Суп, пюре, луковый, консервированный, концентрат
7347;Суп, пюре, луковый, консервированный, приготовленный, на воде, в равных пропорциях
7348;Суп, пюре, луковый, консервированный, приготовленный, на молоке, в равных пропорциях
7349;Суп, пюре, с креветками, консервированный, концентрат
7350;Суп, пюре, с креветками, консервированный, приготовленный, на воде, в равных пропорциях
7351;Суп, пюре, с креветками, консервированный, приготовленный, на низкожирном молоке (2%), в равных пропорциях
7352;Суп, рагу из устриц, консервированный, концентрат
7353;Суп, рагу из устриц, консервированный, приготовленный на молоке, в равных пропорциях
7354;Суп, рагу из устриц, консервированный, приготовленный на молоке, в равных пропорциях
7355;Суп, Рассольник домашний по 1-136
7356;Суп, суп-пюре томатный, консервированный, концентрат
7357;Суп, суп-пюре томатный, консервированный, приготовленный на воде, в равных пропорциях
7358;Суп, суп-пюре томатный, консервированный, приготовленный на молоке, в равных пропорциях
7359;Суп, сырный, консервированный, приготовленный, на воде, в равных пропорциях
7360;Суп, сырный, консервированный, приготовленный, на молоке, в равных пропорциях
7361;Суп, сырный, консервированный, концентрат
7362;Суп, томатный с овощами, сухая смесь, приготовленный на воде
7363;Суп, томатный с рисом, консервированный, концентрат
7364;Суп, томатный с рисом, консервированный, приготовленный, на воде, в равных пропорциях
7365;Суп, томатный, консервированный, концентрат
7366;Суп, томатный, консервированный, концентрат, с уменьшенным содерж. натрия
7367;Суп, томатный, консервированный, приготовленный, на 2% молоке, в равных пропорциях
7368;Суп, томатный, консервированный, приготовленный, на воде, в равных пропорциях, коммерческий
7369;Суп, томатный, с говядиной и лапшой, консервированный, концентрат
7370;Суп, томатный, с говядиной и лапшой, консервированный, концентрат, приготовленный, на воде, в равных пропорциях
7371;Суп, томатный, с низким содержание натрия, с водой
7372;Суп, томатный, сухая смесь, приготовленный на воде
7373;Суп, фасолевый с ветчиной, консервированный, с уменьшенным содерж. натрия, приготовленный на воде или готовый к употреблению
7374;Суп, фасоль с беконом, концентрат, одиночный бренд
7375;Суп, фасоль с беконом, сухая смесь, приготовленный на воде
7376;Суп, фасоль с ветчиной, консервированный, кусочки, готовый к употреблению, коммерческий
7377;Суп, фасоль с сосисками, консервированный, концентрат, коммерческий
7378;Суп, фасоль со свининой, консервированный, концентрат
7379;Суп, фасоль со свининой, консервированный, приготовленный, на воде, в равных пропорциях
7380;Суп, чечевица с окороком, консервированный, готовый к употреблению
7381;Суп-пюре из картофеля по 1-180
7382;Суп-пюре из моркови по 1-182
7383;Суп-пюре из рисовой крупы по 1-186
7384;Суп-пюре из шпината по 1-184
7385;Щи из квашеной капусты по 1-132
7386;Щи из свежей капусты по 1-130
7387;Щи из щавеля по 1-132
7388;Щи суточные по 1-134
7389;Cereals ready to eat, composite character cereals (movies, TV), brand A
7390;Cereals ready to eat, composite character cereals (movies, TV), brand B
7391;Cereals ready-to-eat, chocolate-flavored frosted puffed corn
7392;Cereals ready-to-eat, corn and oat flours, puffed presweetened, single brand
7393;Cereals ready-to-eat, corn, rice, wheat, oats, presweetened, with fruit and almonds, single brand
7394;Cereals ready-to-eat, corn, whole wheat, rolled oats, presweetened, with almonds, single brand
7395;Cereals ready-to-eat, frosted oat cereal with marshmallows
7396;Cereals ready-to-eat, GENERAL MILLS Cinnamon CHEX
7397;Cereals ready-to-eat, GENERAL MILLS, CHEERIOS, Banana Nut
7398;Cereals ready-to-eat, GENERAL MILLS, CHEERIOS, Chocolate
7399;Cereals ready-to-eat, GENERAL MILLS, Chocolate CHEX
7400;Cereals ready-to-eat, GENERAL MILLS, FIBER ONE, Caramel Delight
7401;Cereals ready-to-eat, GENERAL MILLS, FIBER ONE, Honey Clusters
7402;Cereals ready-to-eat, GENERAL MILLS, FIBER ONE, Raisin Bran Clusters
7403;Cereals ready-to-eat, GENERAL MILLS, FIBER ONE, Shredded Wheat
7404;Cereals ready-to-eat, GENERAL MILLS, TOTAL, Blueberry Pomegranate
7405;Cereals ready-to-eat, GENERAL MILLS, WHEATIES, Fuel
7406;Cereals ready-to-eat, KASHI Heart to Heart Warm Cinnamon
7407;Cereals ready-to-eat, KASHI ORGANIC PROMISE Island Vanilla Biscuit
7408;Cereals ready-to-eat, KASHI, Kashi U
7409;Cereals ready-to-eat, KELLOGG, All-Bran Strawberry Medley
7410;Cereals ready-to-eat, KELLOGG, KELLOGG'S Special K Blueberry
7411;Cereals ready-to-eat, KELLOGG, KELLOGG'S Special K low fat granola
7412;Cereals ready-to-eat, KELLOGG, KELLOGG'S Special K, Cinnamon Pecan
7413;Cereals ready-to-eat, MUESLI, dried fruit and nuts
7414;Cereals ready-to-eat, OAT BRAN FLAKES, HEALTH VALLEY
7415;Cereals ready-to-eat, oats, corn puffed mixture, presweetened, single brand
7416;Cereals ready-to-eat, oats, corn puffed mixture, presweetened, with marshmallows, single brand
7417;Cereals ready-to-eat, QUAKER, 100% Natural Granola Oats and Honey
7418;Cereals ready-to-eat, QUAKER, QUAKER 100% Natural Cereal with oats, honey, and raisins
7419;Cereals ready-to-eat, QUAKER, QUAKER SWEET PUFFS
7420;Cereals ready-to-eat, QUAKER, Shredded Wheat, bagged cereal
7421;Cereals ready-to-eat, rice, puffed, presweetened, fruit flavored, single brand
7422;Cereals ready-to-eat, rice, puffed, presweetened, with cocoa, single brand
7423;Cereals ready-to-eat, rolled oats, whole wheat, rice, presweetened, maple flavored, with pecans
7424;Cereals ready-to-eat, wheat and bran, presweetened with nuts and fruits
7425;Cereals ready-to-eat, wheat and malt barley flakes
7426;Cereals ready-to-eat, wheat, bran, shredded, plain, salt and sugar free, single brand
7427;Cereals ready-to-eat, wheat, shredded, plain, sugar and salt free, spoon size, single brand
7428;Cereals ready-to-eat, whole wheat, rolled oats, presweetened, with nuts and fruit, single brand
7429;Cereals ready-to-eat, whole wheat, rolled oats, presweetened, with pecans
7430;Cereals ready-to-eat, whole wheat, rolled oats, presweetened, with walnuts and fruit, single brand
7431;Cereals ready-to-eat, whole wheat, shredded, presweetened, single brand
7432;Cereals, corn grits, white, regular and quick, enriched, cooked with water, without salt
7433;Cereals, corn grits, white, regular and quick, enriched, dry
7434;Cereals, corn grits, white, regular and quick, unenriched, cooked with water, without salt
7435;Cereals, corn grits, white, regular and quick, unenriched, dry
7436;Cereals, corn grits, white, regular, quick, enriched, cooked with water, with salt
7437;Cereals, corn grits, white, regular, quick, unenriched, cooked with water, with salt
7438;Cereals, corn grits, yellow, regular and quick, enriched, cooked with water, without salt
7439;Cereals, corn grits, yellow, regular and quick, enriched, dry
7440;Cereals, corn grits, yellow, regular and quick, unenriched, cooked with water, without salt
7441;Cereals, corn grits, yellow, regular and quick, unenriched, dry
7442;Cereals, corn grits, yellow, regular, quick, enriched, cooked with water, with salt
7443;Cereals, corn grits, yellow, regular, quick, unenriched, cooked with water, with salt
7444;Cereals, CREAM OF WHEAT, 1 minute cook time, cooked with water, microwaved, without salt
7445;Cereals, CREAM OF WHEAT, 1 minute cook time, cooked with water, stove-top, without salt
7446;Cereals, CREAM OF WHEAT, 1 minute cook time, dry
7447;Cereals, Cream of Wheat, 2 1/2 minute cook time, cooked with water, microwaved, without salt
7448;Cereals, Cream of Wheat, 2 1/2 minute cook time, cooked with water, stove-top, without salt
7449;Cereals, Cream of Wheat, 2 1/2 minute cook time, dry
7450;Cereals, CREAM OF WHEAT, instant, prepared with water, without salt
7451;Cereals, CREAM OF WHEAT, mix'n eat, apple, banana and maple flavored, dry
7452;Cereals, CREAM OF WHEAT, mix'n eat, apple, banana and maple flavored, prepared
7453;Cereals, CREAM OF WHEAT, mix'n eat, plain, dry
7454;Cereals, CREAM OF WHEAT, mix'n eat, plain, prepared with water
7455;Cereals, KASHI GO LEAN Hot Cereal, Hearty Honey & Cinnamon, dry
7456;Cereals, KASHI HEART TO HEART, Instant Oatmeal, Apple Cinnamon, dry
7457;Cereals, KASHI HEART TO HEART, Instant Oatmeal, maple, dry
7458;Cereals, KASHI, KASHI GO LEAN Hot Cereal, Truly Vanilla, dry
7459;Cereals, Oat Bran, QUAKER, QUAKER/MOTHER'S Oat Bran, prepared with water, salt
7460;Cereals, oats, instant, fortified, plain, prepared with water (boiling water added or microwaved)
7461;Cereals, oats, instant, fortified, with cinnamon and spice, dry
7462;Cereals, oats, instant, fortified, with cinnamon and spice, prepared with water
7463;Cereals, oats, instant, fortified, with raisins and spice, dry
7464;Cereals, oats, instant, fortified, with raisins and spice, prepared with water
7465;Cereals, oats, regular and quick and instant, not fortified, dry
7466;Cereals, QUAKER, corn grits, instant, butter flavor, dry
7467;Cereals, QUAKER, corn grits, instant, butter flavor, prepared with water
7468;Cereals, QUAKER, corn grits, instant, cheddar cheese flavor, dry
7469;Cereals, QUAKER, corn grits, instant, cheddar cheese flavor, prepared with water
7470;Cereals, QUAKER, corn grits, instant, country bacon (imitation bacon bits), prepared with water
7471;Cereals, QUAKER, corn grits, instant, plain, dry
7472;Cereals, QUAKER, corn grits, instant, plain, prepared with water
7473;Cereals, QUAKER, corn grits, instant, with imitation bacon bits, dry
7474;Cereals, QUAKER, Creamy Wheat, farina, enriched, prepared with water, no salt
7475;Cereals, QUAKER, Creamy Wheat, farina, enriched, prepared with water, salt
7476;Cereals, QUAKER, farina, Creamy Wheat, enriched, dry
7477;Cereals, QUAKER, farina, enriched cinnamon flavor, dry
7478;Cereals, QUAKER, hominy grits, white, quick, dry
7479;Cereals, QUAKER, hominy grits, white, regular, dry
7480;Cereals, QUAKER, hominy grits, yellow, quick, dry
7481;Cereals, QUAKER, Instant Grits Product with American Cheese Flavor, Dry
7482;Cereals, QUAKER, Instant Grits Product with Imitation Bacon Bits and Cheddar Flavor, Dry
7483;Cereals, QUAKER, Instant Grits Product with Redeye Gravy and Imitation Ham Bits, Dry
7484;Cereals, QUAKER, Instant Grits Product--Ham 'n' Cheese
7485;Cereals, QUAKER, Instant Oatmeal EXPRESS, Golden Brown Sugar, dry
7486;Cereals, QUAKER, Instant Oatmeal, apples and cinnamon, dry
7487;Cereals, QUAKER, Instant Oatmeal, Baked Apple, prepared with boiling water
7488;Cereals, QUAKER, Instant Oatmeal, Cinnamon Spice, prepared with boiling water
7489;"Cereals, QUAKER, Instant Oatmeal, DINOSAUR EGGS with ""DINOSAUR BONES"", Brown Sugar Cinnamon, dry"
7490;Cereals, QUAKER, Instant Oatmeal, DINOSAUR EGGS with DINOSAUR BONES, Brown Sugar Cinnamon, prepared with boiling water
7491;Cereals, QUAKER, Instant Oatmeal, EXPRESS Baked Apple, prepared with boiling water
7492;Cereals, QUAKER, Instant Oatmeal, EXPRESS Cinnamon Roll, prepared with boiling water
7493;Cereals, QUAKER, Instant Oatmeal, fruit and cream variety, dry
7494;Cereals, QUAKER, Instant Oatmeal, fruit and cream variety, prepared with boiling water
7495;Cereals, QUAKER, Instant Oatmeal, Honey Nut, prepared with boiling water
7496;Cereals, QUAKER, Instant Oatmeal, low sodium, dry
7497;Cereals, QUAKER, Instant Oatmeal, maple and brown sugar, dry
7498;Cereals, QUAKER, Instant Oatmeal, maple and brown sugar, prepared with boiling water
7499;Cereals, QUAKER, Instant Oatmeal, TREASURE HUNT, prepared with boiling water
7500;Cereals, QUAKER, Mother's Instant Oatmeal (Non-Fortified), Dry
7501;Cereals, QUAKER, Oat Bran, QUAKER/MOTHER'S Oat Bran, prepared with water, no salt
7502;Cereals, QUAKER, oatmeal, instant, low sodium, prepared with water
7503;Cereals, QUAKER, oatmeal, instant, raisins, dates and walnuts, prepared with water
7504;Cereals, QUAKER, QUAKER MultiGrain Oatmeal, prepared with water, no salt
7505;Cereals, QUAKER, QUAKER MultiGrain Oatmeal, prepared with water, salt
7506;Cereals, QUAKER, Scotch Barley, regular and quick, dry
7507;Cereals, QUAKER,Instant Oatmeal, apples and cinnamon, prepared with boiling water
7508;Cereals, RALSTON, cooked with water, without salt
7509;Cereals, RALSTON, dry
7510;Cereals, ready-to-eat, ALPEN
7511;Cereals, ready-to-eat, KELLOGG, KELLOGG'S CINNABON cereal
7512;Cereals, ROMAN MEAL WITH OATS, cooked with water, without salt
7513;Cereals, ROMAN MEAL, plain, cooked with water, with salt
7514;Cereals, ROMAN MEAL, plain, cooked with water, without salt
7515;Cereals, whole wheat hot natural cereal, cooked with water, with salt
7516;Cereals, whole wheat hot natural cereal, cooked with water, without salt
7517;Cereals, whole wheat hot natural cereal, dry
7518;Incaparina, dry mix (corn and soy flours), unprepared
7519;KASHI GOLEAN Crisp Toasted Berry Crumble
7520;Millet, puffed
7521;Rice and Wheat cereal bar
7522;Амарант, хлопья
7523;Батончик со злаками и молоком
7524;Сухой завтрак, CREAM OF RICE, приготовленный на воде, без соли
7525;Сухой завтрак, CREAM OF RICE, сухой
7526;Сухой завтрак, MALT-O-MEAL, обычный, сухой
7527;Сухой завтрак, Ralston TASTEEOS, готовый к употреблению
7528;Сухой завтрак, APPLE CINNAMON SQUARES MINI-WHEATS, готовый к употреблению
7529;Сухой завтрак, Cereals ready-to-eat, KELLOGG, KELLOGG'S SMART START Cereal, готовый к употреблению
7530;Сухой завтрак, CREAM OF RICE, приготовленный на воде, без соли
7531;Сухой завтрак, CREAM OF WHEAT, быстро, приготовленная на воде, без соли
7532;Сухой завтрак, CREAM OF WHEAT, быстро, сухая
7533;Сухой завтрак, CREAM OF WHEAT, быстрого приготовления, приготовленный на воде, с солью
7534;Сухой завтрак, CREAM OF WHEAT, быстрого приготовления, сухой
7535;Сухой завтрак, CREAM OF WHEAT, обычный, приготовленный на воде, без соли
7536;Сухой завтрак, CREAM OF WHEAT, обычный, приготовленный на воде, с солью
7537;Сухой завтрак, CREAM OF WHEAT, обычный, сухой
7538;Сухой завтрак, CRISPY BROWN RICE, готовый к употреблению
7539;Сухой завтрак, FAMILIA, готовый к употреблению
7540;Сухой завтрак, GENERAL MILLS Berry Burst CHEERIOS, all flavors, готовый к употреблению
7541;Сухой завтрак, GENERAL MILLS TOTAL, Cranberry Crunch, готовый к употреблению
7542;Сухой завтрак, GENERAL MILLS, APPLE CINNAMON CHEERIOS, готовый к употреблению
7543;Сухой завтрак, GENERAL MILLS, BASIC 4, готовый к употреблению
7544;Сухой завтрак, GENERAL MILLS, BERRY BERRY KIX, готовый к употреблению
7545;Сухой завтрак, GENERAL MILLS, BOO BERRY, готовый к употреблению
7546;Сухой завтрак, GENERAL MILLS, CHEERIOS, Yogurt Burst, готовый к употреблению
7547;Сухой завтрак, GENERAL MILLS, CHEERIOS, готовый к употреблению
7548;Сухой завтрак, GENERAL MILLS, CHOCOLATE LUCKY CHARMS, готовый к употреблению
7549;Сухой завтрак, GENERAL MILLS, Cinnamon Grahams, готовый к употреблению
7550;Сухой завтрак, GENERAL MILLS, CINNAMON TOAST CRUNCH, готовый к употреблению
7551;Сухой завтрак, GENERAL MILLS, Cinnamon Toast Crunch, с уменьшенным содерж. сахара, готовый к употреблению
7552;Сухой завтрак, GENERAL MILLS, COCOA PUFFS, готовый к употреблению
7553;Сухой завтрак, GENERAL MILLS, COOKIE CRISP, готовый к употреблению
7554;Сухой завтрак, GENERAL MILLS, Corn CHEX, готовый к употреблению
7555;Сухой завтрак, GENERAL MILLS, COUNT CHOCULA, готовый к употреблению
7556;Сухой завтрак, GENERAL MILLS, Curves Fruit & Nut Crunch cereal, готовый к употреблению
7557;Сухой завтрак, GENERAL MILLS, DORA THE EXPLORER, готовый к употреблению
7558;Сухой завтрак, GENERAL MILLS, FIBER ONE, готовый к употреблению
7559;Сухой завтрак, GENERAL MILLS, FRANKENBERRY, готовый к употреблению
7560;Сухой завтрак, GENERAL MILLS, French Toast Crunch, готовый к употреблению
7561;Сухой завтрак, GENERAL MILLS, FROSTED CHEERIOS, готовый к употреблению
7562;Сухой завтрак, GENERAL MILLS, Frosted CHEX, готовый к употреблению
7563;Сухой завтрак, GENERAL MILLS, Fruity CHEERIOS, готовый к употреблению
7564;Сухой завтрак, GENERAL MILLS, GOLDEN GRAHAMS, готовый к употреблению
7565;Сухой завтрак, GENERAL MILLS, HARMONY, готовый к употреблению
